@relation Vweek_noid_Out2_clustered

@attribute Instance_number numeric
@attribute out0 numeric
@attribute out1 numeric
@attribute out2 numeric
@attribute out3 numeric
@attribute out4 numeric
@attribute out5 numeric
@attribute out6 numeric
@attribute out7 numeric
@attribute out8 numeric
@attribute out9 numeric
@attribute out10 numeric
@attribute out11 numeric
@attribute out12 numeric
@attribute out13 numeric
@attribute out14 numeric
@attribute out15 numeric
@attribute out16 numeric
@attribute out17 numeric
@attribute out18 numeric
@attribute out19 numeric
@attribute out20 numeric
@attribute out21 numeric
@attribute out22 numeric
@attribute out23 numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
222,0.217028,0.634391,0.66778,0.767947,0.383973,0.48414,0.350584,0.417362,0.250417,0.550918,0.450751,0.317195,0.200334,0.233723,0.550918,0.317195,0.534224,0.400668,0.367279,0.467446,0.48414,0.517529,0.250417,0.183639,cluster4
223,0.138408,0.67474,0.657439,0.622837,0.622837,0.536332,0.622837,0.536332,0.432526,0.449827,0.276817,0.224913,0.397924,0.17301,0.311419,0.138408,0.380623,0.294118,0.311419,0.484429,0.484429,0.519031,0.415225,0.294118,cluster4
224,0.105932,0.487288,0.699153,0.720339,0.508475,0.677966,0.572034,0.466102,0.572034,0.402542,0.338983,0.423729,0.360169,0.381356,0.360169,0.211864,0.29661,0.275424,0.487288,0.254237,0.29661,0.360169,0.381356,0.360169,cluster4
225,0.292308,0.492308,0.507692,0.553846,0.615385,0.569231,0.569231,0.4,0.476923,0.446154,0.369231,0.338462,0.369231,0.369231,0.369231,0.353846,0.461538,0.415385,0.307692,0.276923,0.4,0.261538,0.4,0.384615,cluster4
226,0,0.714286,0,0,0,0.714286,0.714286,0,0,0.714286,0.714286,1.428571,1.428571,0,0,0,0,1.428571,0,0,1.428571,0,0.714286,0,cluster8
227,0.30888,0.46332,0.3861,0.540541,0.540541,0.46332,0.30888,0.694981,0.3861,0.34749,0.501931,0.34749,0.3861,0.42471,0.3861,0.46332,0.34749,0.30888,0.34749,0.501931,0.3861,0.27027,0.42471,0.46332,cluster4
228,0.196078,0.392157,0.588235,0.784314,0.392157,0.392157,0.392157,0.784314,0.588235,0.392157,0.392157,0.392157,0.588235,0.784314,0,0.784314,0.196078,0.588235,0.196078,0.588235,0,0,0,0.588235,cluster3
229,0,2.5,0,2.5,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
230,0,0.714286,0,0.714286,0.714286,0.714286,0,0.714286,0.714286,0,2.142857,0,0.714286,0.714286,0.714286,0,0,0,0.714286,0,0,0,0.714286,0,cluster0
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666667,0,3.333333,0,0,0,0,0,cluster0
232,0.289017,0.693642,0.289017,0.346821,0.404624,0.635838,0.578035,0.17341,0.693642,0.578035,0.346821,0.346821,0.17341,0.520231,0.17341,0.578035,0.346821,0.289017,0.346821,0.404624,0.520231,0.404624,0.404624,0.462428,cluster4
233,1.298701,0.666667,0.415584,0.242424,0.294372,0.320346,0.47619,0.398268,0.21645,0.294372,0.47619,0.380952,0.320346,0.47619,0.4329,0.34632,0.363636,0.277056,0.329004,0.294372,0.329004,0.354978,0.38961,0.606061,cluster2
234,0,0,0.30303,0.30303,0,0.30303,0,0.30303,1.515152,0,0.30303,0,0.909091,1.212121,0.909091,0.909091,0.606061,0.909091,0.30303,0.30303,0.30303,0.30303,0,0.30303,cluster3
235,0,0,0.909091,0,0.909091,1.818182,0,0,0,0,0,0.909091,1.818182,0.909091,0,1.818182,0,0.909091,0,0,0,0,0,0,cluster6
236,0.102041,0.408163,1.428571,0.408163,0.102041,0.204082,0.612245,0.510204,1.020408,0.408163,0.816327,0.102041,0.306122,0.510204,0.204082,0,0.306122,0.408163,0,0.510204,0.408163,0.102041,0.612245,0.510204,cluster3
237,0.285714,0.285714,1.428571,1.142857,0.285714,0.285714,1.142857,0,0.857143,0.285714,0,0.285714,0.285714,0,0.857143,0.571429,0,0,0.857143,0,0,0.857143,0.285714,0,cluster3
238,0.256798,0.196375,0.287009,0.271903,0.10574,0.362538,0.558912,0.830816,0.317221,0.332326,0.619335,0.362538,0.453172,0.498489,0.438066,0.574018,0.362538,0.483384,0.528701,0.619335,0.347432,0.468278,0.347432,0.377644,cluster5
239,0.221239,0.088496,0.265487,0.110619,0.154867,0.154867,0.353982,0.353982,0.619469,0.176991,0.597345,0.530973,0.442478,0.597345,0.730088,0.553097,0.707965,0.730088,0.597345,0.464602,0.39823,0.287611,0.376106,0.486726,cluster5
240,0.355731,0.6917,0.533597,0.632411,0.889328,0.494071,0.41502,0.55336,0.41502,0.513834,0.217391,0.197628,0.454545,0.375494,0.355731,0.217391,0.27668,0.27668,0.434783,0.296443,0.454545,0.513834,0.217391,0.217391,cluster4
241,0.186047,0.697674,1.209302,0.418605,0.372093,0.232558,0.511628,0.418605,0.372093,0.372093,0.418605,0.186047,0.511628,0.232558,0.232558,0.27907,0.232558,0.093023,0.790698,0.465116,0.697674,0.372093,0.325581,0.372093,cluster4
242,0.273632,0.11194,0.248756,0.273632,0.28607,0.460199,0.373134,0.597015,0.460199,0.447761,0.559701,0.472637,0.671642,0.584577,0.447761,0.435323,0.708955,0.572139,0.472637,0.447761,0.298507,0.310945,0.199005,0.28607,cluster5
243,0.05814,0,0.193798,0.155039,0.368217,0.251938,0.406977,0.329457,0.271318,0.678295,0.542636,0.697674,0.891473,0.833333,0.658915,1.046512,0.988372,0.658915,0.096899,0.251938,0.135659,0.193798,0.213178,0.077519,cluster3
244,0.051546,0,0.154639,0.154639,0.206186,0.618557,0.154639,0.309278,0.721649,0.56701,0.309278,0.515464,0.824742,0.360825,0.670103,0.927835,0.927835,1.082474,0.618557,0.463918,0.257732,0.051546,0.051546,0,cluster3
245,0.43956,1.098901,1.208791,0.10989,0.21978,0.32967,0.21978,0.43956,0.21978,0.989011,0.659341,0.32967,0.43956,1.098901,0.43956,0.549451,0.10989,0.10989,0.43956,0.21978,0,0.32967,0,0,cluster3
246,0.357143,1.25,0.178571,1.964286,0.357143,0.357143,0.357143,0,0,0.357143,0.714286,0.535714,0.178571,0.535714,0.535714,1.071429,0,0.357143,0,0.357143,0.178571,0,0.357143,0,cluster3
247,0,0,0.740741,0,0,1.111111,0,0,0.37037,0,0.740741,0.740741,2.962963,0.37037,0.740741,0,0.37037,0.37037,0,0,0.37037,0,1.111111,0,cluster8
248,0,0.410959,0.821918,0.410959,0.547945,0.821918,0.821918,0.821918,0.547945,0.547945,0.136986,0.684932,0.273973,0.410959,0.273973,0.273973,0.821918,0,0.136986,0.547945,0.547945,0,0,0.136986,cluster3
249,0,0,0,0,0,1.666667,0.833333,0.833333,0,1.666667,0,0,0.833333,0,0,0,0,2.5,1.666667,0,0,0,0,0,cluster6
250,0.1,0.3,0.2,0.1,0.6,0.2,0.8,0.8,0.7,0.4,0.6,0.5,0.6,0.3,0.5,0.8,1.2,0.1,0.6,0.3,0,0,0.2,0.1,cluster3
251,0,0,0,0,0,0,1.25,0,1.25,1.25,2.5,0,0,0,0,0,0,0,2.5,0,1.25,0,0,0,cluster7
252,0,0,0,2,0,0,0,2,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,cluster0
253,0,0,0,0,0,0,0,5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,cluster9
254,1.052632,0.526316,0,0.263158,0,0.526316,0,0.526316,0.263158,0,1.578947,1.315789,0.263158,0,0.526316,0.789474,0.263158,0.526316,0,0.263158,0.263158,0.263158,0,0.789474,cluster2
255,0,0,0.769231,1.538462,0,0,0,0,0,0,0,0,0,0,0,0.769231,3.846154,0,0,0,0,3.076923,0,0,cluster9
256,0.789474,0.789474,0.263158,0.263158,0.263158,0.263158,0.526316,0.526316,0.526316,1.315789,0.526316,1.315789,0,0,0.789474,0.526316,0,0,0,0.263158,0.526316,0,0,0.526316,cluster3
257,0,0,0,0,5,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,cluster0
258,0,0.344828,0,1.034483,0,0,1.034483,0.344828,1.37931,0.344828,0,0.689655,0.689655,0.689655,0.344828,0.344828,0.344828,0,1.034483,0.689655,0,0,0.344828,0.344828,cluster3
259,0,2,0.857143,0.571429,0,0.285714,0.285714,0.285714,0.571429,0.857143,0,0.285714,0.857143,0,0,0.857143,0.571429,0.285714,0,0.857143,0.571429,0,0,0,cluster3
260,0.357143,0.357143,0,0,1.785714,0,0.357143,0.357143,0.357143,0.714286,1.071429,0.357143,0,0.714286,1.071429,0.714286,0.357143,0,0.357143,0.357143,0,0.357143,0,0.357143,cluster3
261,0.089286,0.267857,0.892857,0.357143,0.625,0.178571,0.446429,0.267857,0.625,0.446429,0.446429,0.803571,0.803571,0.357143,0.535714,0.178571,0.535714,0.357143,0.446429,0.357143,0.446429,0.178571,0.178571,0.178571,cluster3
262,0.377541,0.677638,0.667957,0.696999,0.687318,0.54211,0.54211,0.387222,0.329138,0.416263,0.377541,0.309777,0.280736,0.280736,0.242014,0.17425,0.338819,0.280736,0.319458,0.271055,0.367861,0.445305,0.474347,0.513069,cluster4
263,0.558824,0.117647,0.058824,0.117647,0.176471,0.176471,0.264706,0.117647,0.470588,0.617647,0.264706,0.647059,0.558824,0.882353,0.470588,1.058824,0.823529,0.264706,0.588235,0.235294,0.470588,0.352941,0.5,0.205882,cluster5
264,0.446735,0.687285,0.721649,0.343643,0.412371,0.549828,0.343643,0.4811,0.4811,0.721649,0.343643,0.412371,0.309278,0.24055,0.309278,0.343643,0.206186,0.137457,0.652921,0.412371,0.4811,0.446735,0.24055,0.274914,cluster4
265,0.188679,0.754717,1.698113,0.377358,0.188679,0.188679,0.188679,0,0.188679,0.377358,0.377358,0,0.377358,0.377358,0.377358,0.943396,0.943396,0.566038,0.377358,1.132075,0.188679,0.188679,0,0,cluster3
266,0,0,0,0,5,0,0,0,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,cluster0
267,0,0,1.428571,0,0,0,1.428571,1.428571,0,0,0,0,2.142857,0,0.714286,1.428571,0,0,0,0,0,1.428571,0,0,cluster6
268,1,0,0,4,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,cluster1
269,0,0,0,1.666667,1.666667,3.333333,0,0,0,0,0,0,0,0,0,0,1.666667,0,1.666667,0,0,0,0,0,cluster0
270,0.487805,0,0.243902,0.243902,0.243902,0.731707,0.243902,0.731707,0.243902,1.463415,0.97561,0.243902,0,0.731707,0,0.487805,0,0.487805,0.243902,0.487805,0.487805,0.731707,0.487805,0,cluster3
271,0,0,0,0,5,0,0,0,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,cluster1
272,0.384615,0.384615,0,1.153846,0,1.153846,0,0.384615,0.384615,0.384615,1.538462,0,1.153846,0,0,1.153846,0.384615,0,0,0.769231,0.384615,0.384615,0,0,cluster3
273,0,1,0,0,0,2,1,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,cluster1
274,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster9
275,0,0.454545,0.909091,1.363636,1.363636,0,0,0,0.454545,0.909091,0,0,0,1.363636,0,0,0.454545,0.909091,0,0.454545,0.454545,0.454545,0.454545,0,cluster3
276,0,0.169492,0.338983,0,1.186441,0.677966,0.338983,0.847458,0.508475,0.338983,0,1.186441,0.338983,0.847458,0.338983,0.677966,0.677966,0.338983,0.508475,0,0,0.169492,0.508475,0,cluster3
277,0,0.263158,0,0,0.526316,0.789474,0.263158,0.526316,0.263158,0.789474,1.578947,0.789474,0,0.263158,0.263158,1.315789,0,0.789474,0,0.263158,0.526316,0.263158,0.526316,0,cluster3
278,0,0.208333,0,0.625,0.625,0.208333,0.208333,0.625,1.458333,0.416667,0.208333,0.416667,0.208333,0.208333,0.833333,0.833333,0,0.208333,0.833333,0.833333,0.833333,0,0.208333,0,cluster3
279,1.034483,1.724138,0.344828,0.689655,0.344828,0.689655,0.344828,0.344828,0.689655,0,0.344828,0.689655,0,0.344828,0.689655,0.344828,0,0.344828,0.689655,0,0,0,0.344828,0,cluster3
280,0,0.655738,1.311475,0.491803,0.491803,1.147541,0.491803,0.983607,0.819672,0.163934,0.163934,0.655738,0,0.491803,0,0.655738,0.491803,0,0,0.163934,0.163934,0.491803,0,0.163934,cluster3
281,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2.5,0,0,0,2.5,0,0,0,0,0,cluster6
282,0,8.461538,0,0,1.538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster9
283,0.833333,0,0,1.666667,0,0,0,0.833333,0,1.666667,0,0,0,0.833333,0.833333,0,1.666667,0.833333,0,0.833333,0,0,0,0,cluster1
284,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,cluster6
285,0,0.555556,0,0.555556,0.555556,0.555556,0,0,0,0.555556,0.555556,0,0,0.555556,0,1.111111,0.555556,0,0.555556,1.111111,1.111111,1.111111,0,0.555556,cluster8
286,0,0,0,0,0.833333,0,1.666667,0,0.833333,0,0,0,0.833333,2.5,0,0,1.666667,0.833333,0.833333,0,0,0,0,0,cluster0
287,0.571429,0.285714,0,0,0.571429,0.571429,0,0.285714,0,0,0,0.285714,0.285714,0.857143,1.428571,0.285714,0,0.571429,0.285714,0.857143,0,2,0.571429,0.285714,cluster8
288,0.493359,0.360531,0.455408,0.40797,0.436433,0.455408,0.379507,0.436433,0.370019,0.379507,0.370019,0.322581,0.483871,0.360531,0.351044,0.40797,0.370019,0.360531,0.370019,0.474383,0.455408,0.44592,0.588235,0.464896,cluster4
289,0.182371,0.364742,0.607903,0.638298,0.486322,0.486322,0.273556,0.607903,0.729483,0.303951,0.364742,0.395137,0.607903,0.273556,0.273556,0.334347,0.151976,0.303951,0.182371,0.516717,0.334347,0.516717,0.577508,0.486322,cluster4
290,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,cluster1
291,0,1.111111,0,0,1.111111,0,0,1.111111,0,0,0,0,2.222222,0,3.333333,0,0,0,0,0,0,1.111111,0,0,cluster0
292,0,0,0.566038,0.440252,0.125786,0.251572,0.314465,0.251572,0.314465,0.503145,1.132075,0.628931,0.440252,0.628931,0.628931,0.440252,0.754717,0.754717,0.503145,0.314465,0.566038,0,0.188679,0.251572,cluster5
293,0,0,1.666667,2,0.666667,0,0.666667,0.666667,1,1,0.333333,0.333333,0.666667,0.333333,0.333333,0,0.333333,0,0,0,0,0,0,0,cluster3
294,0,0,0.227273,0.227273,0,0.227273,1.136364,0.227273,1.590909,1.590909,0.227273,0.227273,0.227273,0.454545,0.227273,0.909091,0,0.681818,0.454545,1.136364,0.227273,0,0,0,cluster3
295,0,0,0,0.285714,0.857143,0.857143,0.571429,0.571429,0.857143,1.142857,0.857143,0.285714,0.285714,0,0.285714,0.571429,0.857143,1.142857,0.285714,0,0,0.285714,0,0,cluster3
296,0,0,0.434783,0.434783,0.434783,0,0,0,0.434783,0.869565,0.434783,1.73913,1.73913,0,1.73913,1.304348,0,0.434783,0,0,0,0,0,0,cluster6
297,0.069444,0,0.555556,0.069444,0.416667,0.138889,0.347222,0.625,0.972222,0.277778,0.277778,0.416667,0.625,0.277778,0.763889,0.347222,0.416667,0.347222,0.416667,0.972222,0.833333,0.208333,0.208333,0.416667,cluster3
298,0,0.833333,0.833333,0,0.833333,0.416667,0.833333,0.833333,0,0.416667,1.25,0.833333,0,0.833333,0.416667,0,0.416667,0,0,0,0,0,0.416667,0.833333,cluster0
299,0,0.434783,0.434783,0.434783,0,0.434783,0.434783,0,0,0.869565,0.869565,1.304348,0.869565,0.434783,0.434783,1.304348,0,0.434783,0.434783,0.434783,0,0,0.434783,0,cluster3
300,0,0,0,0.27027,1.891892,0.27027,1.621622,0.27027,0.540541,0.540541,0.540541,0,0.540541,1.081081,0.27027,0.27027,0.27027,0,0.27027,0.27027,0,0.27027,0.540541,0.27027,cluster3
301,0.150376,0.526316,0.601504,0.75188,0.601504,0.827068,0.451128,0.300752,0.300752,0.676692,0.902256,0.827068,0.676692,0.676692,0.526316,0,0.300752,0.150376,0.225564,0.150376,0.225564,0,0.075188,0.075188,cluster3
302,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster6
303,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster9
304,0.769231,0,0,0,0,0.769231,0,0,0,0.769231,0,0.769231,0,0,1.538462,1.538462,0.769231,0,0,0.769231,0,1.538462,0.769231,0,cluster6
305,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
306,0.253165,0.443038,0.379747,0.253165,0.126582,0.379747,0.189873,0.189873,0.696203,0.759494,0.126582,0.189873,0.379747,0.822785,0.316456,0.632911,0.379747,0.379747,0.379747,0.822785,0.56962,0.316456,0.632911,0.379747,cluster5
307,0.384615,0.384615,0,0,0,0.384615,0.769231,1.538462,0,0,0,0,1.538462,0,0.769231,0.769231,0,0,0.769231,0.384615,0.769231,0.384615,1.153846,0,cluster8
308,0.410959,1.09589,0.958904,0.821918,0.273973,0.136986,0,0.136986,0.273973,0.684932,0.410959,0.136986,0.136986,0,0.136986,0.821918,0.547945,0.547945,0.684932,0,0.273973,0.684932,0.547945,0.273973,cluster3
309,0.243902,0.487805,0.97561,0.97561,0.243902,0,0.731707,0,0.243902,0.243902,1.219512,0.487805,0.243902,0.487805,1.219512,0,0.487805,0.243902,0.243902,0,0.243902,0,0.243902,0.731707,cluster3
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
311,0,0,2,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,cluster0
312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
316,0,0,0,0,0,5,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,cluster6
317,0,0,0,0,0,2.5,0,0,0,0,5,0,0,0,0,0,0,1.25,0,0,1.25,0,0,0,cluster7
318,1.272727,0.363636,0.545455,0.909091,1.272727,1.090909,0.181818,0.363636,0.181818,0,0,0.545455,0.363636,0.181818,0,0.545455,0.181818,0,0.363636,0,0.545455,0.181818,0.181818,0.727273,cluster2
